model_id,model_name,vehicle_type,fuel_type,transmission,engine_cc,seating_capacity,ex_showroom_price
M3239,Honda_Model_39,Hatchback,Hybrid,Automatic,1993,5,4043031
M3240,Honda_Model_40,Sedan,Diesel,Automatic,1799,5,1933460
M3241,Honda_Model_41,Sedan,Diesel,Manual,1498,5,4433287
M3242,Honda_Model_42,Hatchback,Diesel,Automatic,1799,5,1826161
M3243,Honda_Model_43,Sedan,Petrol,Manual,1199,5,2200334
M3244,Honda_Model_44,SUV,Petrol,Manual,1498,7,3969875
M3245,Honda_Model_45,Hatchback,Petrol,Automatic,1199,7,3861356
M3246,Honda_Model_46,Hatchback,Diesel,Manual,1199,7,3185146
M3247,Honda_Model_47,Sedan,Diesel,Automatic,1799,5,4105245
M3248,Honda_Model_48,Hatchback,Petrol,Manual,1993,5,2936489
M3249,Honda_Model_49,Sedan,Petrol,Manual,1498,7,2690751
M3250,Honda_Model_0,Sedan,Diesel,Automatic,1799,7,2139592
M3251,Honda_Model_1,Sedan,Hybrid,Manual,1993,7,1498892
M3252,Honda_Model_2,Sedan,Petrol,Manual,1199,7,3057122
M3253,Honda_Model_3,Sedan,Diesel,Manual,1498,5,4373493
M3254,Honda_Model_4,Hatchback,Diesel,Automatic,1199,7,3585786
M3255,Honda_Model_5,SUV,Hybrid,Manual,1199,5,3959574
M3256,Honda_Model_6,SUV,Diesel,Manual,1498,5,3672994
M3257,Honda_Model_7,Hatchback,Diesel,Manual,1993,5,3041152
M3258,Honda_Model_8,Hatchback,Petrol,Automatic,1993,7,973994
M3259,Honda_Model_9,SUV,Petrol,Automatic,1498,7,2508557
M3260,Honda_Model_10,SUV,Hybrid,Automatic,1498,7,2686889
M3261,Honda_Model_11,SUV,Hybrid,Automatic,1799,5,2736966
M3262,Honda_Model_12,SUV,Diesel,Automatic,1799,5,3455318
M3263,Honda_Model_13,SUV,Petrol,Manual,1199,7,3721819
M3264,Honda_Model_14,Sedan,Hybrid,Automatic,1498,5,3153664
M3265,Honda_Model_15,Hatchback,Hybrid,Automatic,1993,7,1486617
M3266,Honda_Model_16,Sedan,Hybrid,Manual,1199,5,2772454
M3267,Honda_Model_17,SUV,Diesel,Automatic,1199,5,3870446
M3268,Honda_Model_18,SUV,Petrol,Manual,1199,5,2743161
M3269,Honda_Model_19,SUV,Hybrid,Automatic,1199,5,2429151
M3270,Honda_Model_20,Sedan,Petrol,Manual,1993,5,4267269
M3271,Honda_Model_21,Sedan,Hybrid,Manual,1199,5,2553466
M3272,Honda_Model_22,SUV,Hybrid,Automatic,1498,5,3976021
M3273,Honda_Model_23,Sedan,Petrol,Automatic,1799,7,4230214
M3274,Honda_Model_24,Sedan,Petrol,Manual,1993,5,1371366
M3275,Honda_Model_25,SUV,Petrol,Manual,1498,5,1449440
M3276,Honda_Model_26,Sedan,Diesel,Manual,1498,7,1126185
M3277,Honda_Model_27,Hatchback,Hybrid,Manual,1498,7,1301108
M3278,Honda_Model_28,Hatchback,Diesel,Manual,1799,7,1590446
M3279,Honda_Model_29,Hatchback,Petrol,Manual,1799,7,3844349
M3280,Honda_Model_30,Hatchback,Hybrid,Manual,1799,5,1735357
M3281,Honda_Model_31,SUV,Diesel,Automatic,1498,5,3218023
M3282,Honda_Model_32,SUV,Hybrid,Manual,1799,7,781234
M3283,Honda_Model_33,SUV,Diesel,Automatic,1199,5,4499298
M3284,Honda_Model_34,Hatchback,Petrol,Automatic,1799,7,1193622
M3285,Honda_Model_35,Hatchback,Diesel,Manual,1993,5,3068398
M3286,Honda_Model_36,Sedan,Hybrid,Manual,1498,5,1553539
M3287,Honda_Model_37,Sedan,Hybrid,Automatic,1498,5,934501
M3288,Honda_Model_38,Hatchback,Hybrid,Manual,1199,5,2399192
M3289,Honda_Model_39,Hatchback,Hybrid,Manual,1799,5,2771081
M3290,Honda_Model_40,Hatchback,Petrol,Automatic,1799,7,1639057
M3291,Honda_Model_41,Hatchback,Diesel,Automatic,1993,5,1832655
M3292,Honda_Model_42,Sedan,Petrol,Automatic,1199,5,4237041
M3293,Honda_Model_43,Hatchback,Petrol,Manual,1993,5,1318725
M3294,Honda_Model_44,Sedan,Petrol,Manual,1993,5,4449586
M3295,Honda_Model_45,Hatchback,Hybrid,Automatic,1498,5,2365520
M3296,Honda_Model_46,Hatchback,Hybrid,Manual,1498,7,897937
M3297,Honda_Model_47,Hatchback,Hybrid,Automatic,1799,5,1080445
M3298,Honda_Model_48,Sedan,Diesel,Manual,1799,7,2445356
M3299,Honda_Model_49,Sedan,Hybrid,Automatic,1993,5,856454
M3300,Honda_Model_0,SUV,Diesel,Manual,1799,5,2735315
M3301,Honda_Model_1,Hatchback,Hybrid,Automatic,1993,7,738795
M3302,Honda_Model_2,SUV,Hybrid,Manual,1799,5,3897153
M3303,Honda_Model_3,SUV,Petrol,Manual,1799,5,3378842
M3304,Honda_Model_4,Sedan,Petrol,Automatic,1498,7,1155755
M3305,Honda_Model_5,Sedan,Petrol,Manual,1498,5,2480139
M3306,Honda_Model_6,SUV,Diesel,Manual,1498,7,3162423
M3307,Honda_Model_7,Hatchback,Diesel,Automatic,1498,7,1640963
M3308,Honda_Model_8,Sedan,Hybrid,Manual,1199,7,1952143
M3309,Honda_Model_9,Hatchback,Diesel,Manual,1498,5,3416557
M3310,Honda_Model_10,Hatchback,Hybrid,Manual,1199,5,4107440
M3311,Honda_Model_11,SUV,Diesel,Automatic,1498,7,3262114
M3312,Honda_Model_12,SUV,Diesel,Automatic,1799,5,2481989
M3313,Honda_Model_13,SUV,Diesel,Automatic,1993,7,4033078
M3314,Honda_Model_14,SUV,Petrol,Automatic,1799,5,3137452
M3315,Honda_Model_15,Sedan,Diesel,Automatic,1799,7,1129960
M3316,Honda_Model_16,Sedan,Petrol,Manual,1199,5,2099060
M3317,Honda_Model_17,SUV,Petrol,Manual,1498,7,730568
M3318,Honda_Model_18,Sedan,Diesel,Automatic,1993,5,1635495
M3319,Honda_Model_19,SUV,Hybrid,Manual,1993,7,4116784
M3320,Honda_Model_20,Hatchback,Hybrid,Manual,1498,5,1387887
M3321,Honda_Model_21,Hatchback,Hybrid,Manual,1199,7,3811055
M3322,Honda_Model_22,Hatchback,Diesel,Manual,1199,5,4158298
M3323,Honda_Model_23,SUV,Hybrid,Automatic,1199,5,4218235
M3324,Honda_Model_24,Hatchback,Petrol,Automatic,1993,7,930066
M3325,Honda_Model_25,Sedan,Hybrid,Manual,1199,5,2686487
M3326,Honda_Model_26,Hatchback,Diesel,Manual,1199,5,2001583
M3327,Honda_Model_27,Hatchback,Hybrid,Automatic,1993,5,2678424
M3328,Honda_Model_28,Hatchback,Petrol,Manual,1993,5,3292109
M3329,Honda_Model_29,Sedan,Diesel,Manual,1799,7,702355
M3330,Honda_Model_30,SUV,Hybrid,Manual,1993,5,2893581
M3331,Honda_Model_31,Sedan,Diesel,Automatic,1498,5,2458669
M3332,Honda_Model_32,SUV,Diesel,Automatic,1993,7,2208077
M3333,Honda_Model_33,SUV,Diesel,Manual,1993,5,3275339
M3334,Honda_Model_34,Hatchback,Hybrid,Manual,1199,7,1138949
M3335,Honda_Model_35,SUV,Diesel,Manual,1799,5,2722995
M3336,Honda_Model_36,Sedan,Hybrid,Manual,1199,7,1670220
M3337,Honda_Model_37,Sedan,Petrol,Manual,1799,5,2908303
M3338,Honda_Model_38,SUV,Hybrid,Manual,1199,7,2049246
M3339,Honda_Model_39,Hatchback,Petrol,Automatic,1498,7,3124673
M3340,Honda_Model_40,Hatchback,Hybrid,Automatic,1199,7,875477
M3341,Honda_Model_41,Sedan,Diesel,Manual,1199,5,2180634
M3342,Honda_Model_42,Hatchback,Hybrid,Automatic,1498,7,4431804
M3343,Honda_Model_43,SUV,Diesel,Manual,1498,5,1204898
M3344,Honda_Model_44,SUV,Petrol,Manual,1993,7,3372969
M3345,Honda_Model_45,Sedan,Hybrid,Automatic,1199,7,2756019
M3346,Honda_Model_46,SUV,Diesel,Automatic,1498,7,2909985
M3347,Honda_Model_47,Sedan,Petrol,Manual,1498,5,1852154
M3348,Honda_Model_48,SUV,Petrol,Manual,1993,5,4029183
M3349,Honda_Model_49,Sedan,Hybrid,Automatic,1799,7,3302679
M3350,Honda_Model_0,Hatchback,Petrol,Automatic,1498,7,3360617
M3351,Honda_Model_1,SUV,Diesel,Manual,1498,7,3438343
M3352,Honda_Model_2,SUV,Petrol,Manual,1199,7,2311920
M3353,Honda_Model_3,Sedan,Petrol,Manual,1993,7,3278617
M3354,Honda_Model_4,Sedan,Diesel,Automatic,1199,7,4436437
M3355,Honda_Model_5,SUV,Petrol,Manual,1799,7,2437568
M3356,Honda_Model_6,Sedan,Petrol,Automatic,1993,7,4147557
M3357,Honda_Model_7,SUV,Petrol,Manual,1199,5,4054022
M3358,Honda_Model_8,Hatchback,Petrol,Automatic,1498,7,2865742
M3359,Honda_Model_9,Sedan,Diesel,Automatic,1498,5,4116849
M3360,Honda_Model_10,SUV,Petrol,Automatic,1993,7,1577000
M3361,Honda_Model_11,Hatchback,Diesel,Automatic,1498,5,1535399
M3362,Honda_Model_12,Hatchback,Petrol,Manual,1199,5,2084792
M3363,Honda_Model_13,SUV,Petrol,Automatic,1993,7,3205438
M3364,Honda_Model_14,Sedan,Petrol,Automatic,1498,5,4321417
M3365,Honda_Model_15,SUV,Petrol,Automatic,1498,5,3605084
M3366,Honda_Model_16,Hatchback,Diesel,Manual,1799,7,1199203
M3367,Honda_Model_17,SUV,Diesel,Manual,1799,7,3699059
M3368,Honda_Model_18,Sedan,Diesel,Manual,1993,7,3331451
M3369,Honda_Model_19,Hatchback,Hybrid,Manual,1799,5,879111
M3370,Honda_Model_20,SUV,Petrol,Manual,1199,7,1102112
M3371,Honda_Model_21,Sedan,Petrol,Manual,1498,5,1057479
M3372,Honda_Model_22,Hatchback,Diesel,Automatic,1498,7,3794774
M3373,Honda_Model_23,Sedan,Hybrid,Automatic,1498,7,4278902
M3374,Honda_Model_24,Hatchback,Petrol,Automatic,1993,5,2183704
M3375,Honda_Model_25,SUV,Diesel,Manual,1993,5,700814
M3376,Honda_Model_26,Sedan,Petrol,Automatic,1799,5,3265644
M3377,Honda_Model_27,Hatchback,Petrol,Automatic,1498,7,4263663
M3378,Honda_Model_28,Sedan,Diesel,Manual,1498,7,1718585
M3379,Honda_Model_29,Sedan,Diesel,Automatic,1498,7,4128022
M3380,Honda_Model_30,SUV,Petrol,Manual,1498,5,703825
M3381,Honda_Model_31,Sedan,Petrol,Automatic,1498,5,3371808
M3382,Honda_Model_32,Hatchback,Diesel,Manual,1199,5,3205168
M3383,Honda_Model_33,Hatchback,Petrol,Manual,1498,5,3921263
M3384,Honda_Model_34,Hatchback,Petrol,Manual,1199,7,2883542
M3385,Honda_Model_35,Hatchback,Diesel,Automatic,1498,5,4350212
M3386,Honda_Model_36,SUV,Petrol,Automatic,1993,5,923923
M3387,Honda_Model_37,Sedan,Petrol,Manual,1993,7,4475092
M3388,Honda_Model_38,SUV,Hybrid,Manual,1199,7,3527529
M3389,Honda_Model_39,Sedan,Diesel,Automatic,1498,5,879577
M3390,Honda_Model_40,Sedan,Hybrid,Automatic,1993,5,2526341
M3391,Honda_Model_41,Sedan,Hybrid,Manual,1993,5,2330763
M3392,Honda_Model_42,SUV,Hybrid,Automatic,1498,5,1438142
M3393,Honda_Model_43,Sedan,Petrol,Automatic,1498,5,1509033
M3394,Honda_Model_44,SUV,Petrol,Automatic,1993,5,3987477
M3395,Honda_Model_45,Hatchback,Hybrid,Manual,1498,7,3219920
M3396,Honda_Model_46,Hatchback,Hybrid,Manual,1799,7,2533185
M3397,Honda_Model_47,Sedan,Hybrid,Automatic,1498,7,2491794
M3398,Honda_Model_48,SUV,Petrol,Manual,1993,7,3258259
M3399,Honda_Model_49,Hatchback,Hybrid,Automatic,1993,5,2740773
M3400,Honda_Model_0,SUV,Hybrid,Automatic,1199,5,3291067
M3401,Honda_Model_1,SUV,Diesel,Manual,1799,5,3969083
M3402,Honda_Model_2,Sedan,Diesel,Manual,1993,5,2626458
M3403,Honda_Model_3,Hatchback,Petrol,Manual,1799,7,2961516
M3404,Honda_Model_4,Sedan,Diesel,Automatic,1498,5,2925576
M3405,Honda_Model_5,Sedan,Diesel,Automatic,1993,5,2922603
M3406,Honda_Model_6,Hatchback,Diesel,Manual,1199,5,3125393
M3407,Honda_Model_7,Hatchback,Petrol,Manual,1993,5,2477639
M3408,Honda_Model_8,SUV,Diesel,Manual,1199,7,3468696
M3409,Honda_Model_9,Hatchback,Petrol,Automatic,1799,5,3804689
M3410,Honda_Model_10,SUV,Hybrid,Automatic,1199,7,4066136
M3411,Honda_Model_11,SUV,Diesel,Automatic,1498,5,3775702
M3412,Honda_Model_12,SUV,Petrol,Manual,1498,5,2077461
M3413,Honda_Model_13,Hatchback,Diesel,Manual,1498,5,3382817
M3414,Honda_Model_14,Sedan,Hybrid,Automatic,1993,7,2153831
M3415,Honda_Model_15,SUV,Petrol,Manual,1498,5,3366601
M3416,Honda_Model_16,Sedan,Petrol,Manual,1498,5,3487518
M3417,Honda_Model_17,Sedan,Petrol,Manual,1993,5,848616
M3418,Honda_Model_18,Hatchback,Hybrid,Manual,1799,7,2285851
M3419,Honda_Model_19,Sedan,Hybrid,Automatic,1498,7,1229527
M3420,Honda_Model_20,Sedan,Hybrid,Manual,1498,5,1269073
M3421,Honda_Model_21,Hatchback,Petrol,Automatic,1993,7,2820510
M3422,Honda_Model_22,SUV,Hybrid,Automatic,1799,5,2125479
M3423,Honda_Model_23,Sedan,Diesel,Manual,1799,5,3273042
M3424,Honda_Model_24,Hatchback,Hybrid,Automatic,1799,7,1936098
M3425,Honda_Model_25,Sedan,Petrol,Automatic,1993,5,3016744
M3426,Honda_Model_26,Sedan,Diesel,Manual,1199,5,2956652
M3427,Honda_Model_27,SUV,Hybrid,Automatic,1199,7,1757672
M3428,Honda_Model_28,Sedan,Diesel,Automatic,1498,7,1796158
M3429,Honda_Model_29,Hatchback,Diesel,Automatic,1498,7,3509907
M3430,Honda_Model_30,Sedan,Petrol,Automatic,1498,7,1598027
M3431,Honda_Model_31,SUV,Diesel,Automatic,1199,5,2209949
M3432,Honda_Model_32,SUV,Diesel,Automatic,1993,5,2374358
M3433,Honda_Model_33,Hatchback,Petrol,Automatic,1498,5,4177356
M3434,Honda_Model_34,SUV,Petrol,Automatic,1993,5,1487719
M3435,Honda_Model_35,Sedan,Petrol,Manual,1498,5,2458446
M3436,Honda_Model_36,SUV,Diesel,Manual,1993,5,2296766
M3437,Honda_Model_37,Hatchback,Diesel,Manual,1993,5,4164060
M3438,Honda_Model_38,SUV,Diesel,Automatic,1199,5,1075038
M3439,Honda_Model_39,SUV,Petrol,Automatic,1993,7,4260108
M3440,Honda_Model_40,SUV,Hybrid,Automatic,1799,5,2616212
M3441,Honda_Model_41,Hatchback,Diesel,Manual,1199,5,1881420
M3442,Honda_Model_42,SUV,Hybrid,Manual,1498,5,4029854
M3443,Honda_Model_43,SUV,Petrol,Manual,1199,5,3769534
M3444,Honda_Model_44,Sedan,Diesel,Automatic,1799,5,3448240
M3445,Honda_Model_45,Hatchback,Hybrid,Manual,1799,7,2698318
M3446,Honda_Model_46,SUV,Diesel,Manual,1993,7,4166165
M3447,Honda_Model_47,Hatchback,Diesel,Automatic,1799,7,1174514
M3448,Honda_Model_48,SUV,Diesel,Manual,1799,5,2767522
M3449,Honda_Model_49,SUV,Hybrid,Automatic,1799,5,1231501
M3450,Honda_Model_0,SUV,Petrol,Manual,1799,5,2025661
M3451,Honda_Model_1,Sedan,Diesel,Automatic,1498,5,3679465
M3452,Honda_Model_2,Sedan,Petrol,Automatic,1498,7,2766800
M3453,Honda_Model_3,Sedan,Petrol,Automatic,1199,7,3206332
M3454,Honda_Model_4,Hatchback,Hybrid,Automatic,1993,5,1775431
M3455,Honda_Model_5,Hatchback,Hybrid,Automatic,1498,5,1676273
M3456,Honda_Model_6,Sedan,Petrol,Manual,1799,7,1701008
M3457,Honda_Model_7,Hatchback,Diesel,Automatic,1993,7,4371062
M3458,Honda_Model_8,SUV,Hybrid,Automatic,1498,7,1501341
M3459,Honda_Model_9,SUV,Diesel,Automatic,1199,7,3531626
M3460,Honda_Model_10,SUV,Diesel,Automatic,1799,7,3213736
M3461,Honda_Model_11,Sedan,Diesel,Manual,1993,7,4224725
M3462,Honda_Model_12,Hatchback,Petrol,Automatic,1498,7,794135
M3463,Honda_Model_13,Sedan,Diesel,Manual,1993,5,3392695
M3464,Honda_Model_14,Hatchback,Petrol,Automatic,1498,5,4058296
M3465,Honda_Model_15,SUV,Petrol,Automatic,1199,7,2519800
M3466,Honda_Model_16,Sedan,Diesel,Manual,1799,5,4254568
M3467,Honda_Model_17,Hatchback,Diesel,Manual,1199,7,3032939
M3468,Honda_Model_18,Hatchback,Diesel,Manual,1799,5,2117098
M3469,Honda_Model_19,SUV,Diesel,Automatic,1799,7,1496784
M3470,Honda_Model_20,Sedan,Petrol,Manual,1993,5,3155717
M3471,Honda_Model_21,Sedan,Diesel,Automatic,1498,7,3664123
M3472,Honda_Model_22,Sedan,Diesel,Manual,1199,5,2019943
M3473,Honda_Model_23,SUV,Petrol,Manual,1199,5,2763049
M3474,Honda_Model_24,Sedan,Hybrid,Automatic,1199,7,1997624
M3475,Honda_Model_25,SUV,Hybrid,Manual,1993,7,1564686
M3476,Honda_Model_26,SUV,Petrol,Manual,1993,7,750044
M3477,Honda_Model_27,SUV,Hybrid,Automatic,1993,5,3801745
M3478,Honda_Model_28,Hatchback,Petrol,Automatic,1799,5,1576650
M3479,Honda_Model_29,Sedan,Diesel,Automatic,1199,5,3406440
M3480,Honda_Model_30,Sedan,Diesel,Manual,1799,5,2697499
M3481,Honda_Model_31,SUV,Hybrid,Manual,1199,7,3524514
M3482,Honda_Model_32,SUV,Diesel,Manual,1199,7,4138900
M3483,Honda_Model_33,Sedan,Hybrid,Manual,1498,5,2582961
M3484,Honda_Model_34,SUV,Hybrid,Manual,1199,7,757965
M3485,Honda_Model_35,Sedan,Diesel,Automatic,1993,7,4080194
M3486,Honda_Model_36,Hatchback,Diesel,Manual,1993,7,769776
M3487,Honda_Model_37,SUV,Hybrid,Automatic,1993,7,3090755
M3488,Honda_Model_38,Sedan,Diesel,Manual,1498,5,2888084
M3489,Honda_Model_39,SUV,Petrol,Automatic,1498,7,3665915
M3490,Honda_Model_40,Sedan,Diesel,Manual,1799,7,3477201
M3491,Honda_Model_41,Sedan,Diesel,Manual,1199,7,4319390
M3492,Honda_Model_42,SUV,Petrol,Automatic,1199,5,1030126
M3493,Honda_Model_43,Hatchback,Diesel,Manual,1993,7,1096562
M3494,Honda_Model_44,Sedan,Diesel,Automatic,1993,5,876251
M3495,Honda_Model_45,Sedan,Hybrid,Manual,1993,5,4484789
M3496,Honda_Model_46,Sedan,Diesel,Manual,1993,7,3624101
M3497,Honda_Model_47,Hatchback,Diesel,Automatic,1993,7,3128974
M3498,Honda_Model_48,Hatchback,Petrol,Manual,1993,5,3009830
M3499,Honda_Model_49,SUV,Hybrid,Automatic,1199,5,3171787
M3500,Honda_Model_0,Hatchback,Hybrid,Manual,1498,5,3656207
M3501,Honda_Model_1,SUV,Hybrid,Manual,1993,5,1182504
M3502,Honda_Model_2,SUV,Diesel,Manual,1199,7,1960819
M3503,Honda_Model_3,Hatchback,Hybrid,Manual,1993,5,2724996
M3504,Honda_Model_4,SUV,Petrol,Manual,1799,7,2229546
M3505,Honda_Model_5,Hatchback,Hybrid,Manual,1799,7,4205281
M3506,Honda_Model_6,SUV,Petrol,Manual,1199,5,1010719
M3507,Honda_Model_7,Hatchback,Hybrid,Automatic,1498,7,2055759
M3508,Honda_Model_8,Hatchback,Hybrid,Manual,1799,5,1405315
M3509,Honda_Model_9,SUV,Petrol,Manual,1799,5,3925988
M3510,Honda_Model_10,Sedan,Hybrid,Manual,1498,5,3377311
M3511,Honda_Model_11,SUV,Hybrid,Automatic,1799,7,891750
M3512,Honda_Model_12,Hatchback,Hybrid,Automatic,1993,7,3442213
M3513,Honda_Model_13,Sedan,Diesel,Manual,1498,5,3221719
M3514,Honda_Model_14,SUV,Petrol,Manual,1799,7,3382133
M3515,Honda_Model_15,SUV,Hybrid,Manual,1498,7,1517865
M3516,Honda_Model_16,SUV,Petrol,Automatic,1993,7,3920525
M3517,Honda_Model_17,Sedan,Petrol,Manual,1799,7,910087
M3518,Honda_Model_18,Hatchback,Petrol,Automatic,1199,7,1502236
M3519,Honda_Model_19,SUV,Hybrid,Manual,1799,5,2496717
M3520,Honda_Model_20,SUV,Hybrid,Automatic,1799,7,3628685
M3521,Honda_Model_21,SUV,Petrol,Automatic,1993,7,3512627
M3522,Honda_Model_22,SUV,Diesel,Manual,1199,5,1302651
M3523,Honda_Model_23,SUV,Petrol,Manual,1199,7,3833526
M3524,Honda_Model_24,Hatchback,Diesel,Manual,1199,7,1856480
M3525,Honda_Model_25,Hatchback,Petrol,Manual,1993,7,4152572
M3526,Honda_Model_26,SUV,Petrol,Manual,1993,5,1339240
M3527,Honda_Model_27,Sedan,Petrol,Manual,1993,7,1039720
M3528,Honda_Model_28,Hatchback,Hybrid,Manual,1993,7,2292341
M3529,Honda_Model_29,Sedan,Diesel,Automatic,1993,5,3075423
M3530,Honda_Model_30,Hatchback,Diesel,Manual,1199,5,1966366
M3531,Honda_Model_31,SUV,Petrol,Manual,1498,7,4396065
M3532,Honda_Model_32,Hatchback,Hybrid,Automatic,1993,5,1707567
M3533,Honda_Model_33,SUV,Hybrid,Manual,1498,5,1222471
M3534,Honda_Model_34,Hatchback,Diesel,Manual,1799,5,3333913
M3535,Honda_Model_35,SUV,Hybrid,Manual,1799,7,4076310
M3536,Honda_Model_36,SUV,Diesel,Manual,1993,7,1548268
M3537,Honda_Model_37,SUV,Diesel,Automatic,1799,5,1004608
M3538,Honda_Model_38,SUV,Diesel,Automatic,1498,5,2286578
M3539,Honda_Model_39,Sedan,Hybrid,Manual,1799,5,2071598
M3540,Honda_Model_40,SUV,Diesel,Manual,1799,5,1651712
M3541,Honda_Model_41,Sedan,Diesel,Automatic,1498,7,3156777
M3542,Honda_Model_42,Sedan,Petrol,Manual,1799,5,1704608
M3543,Honda_Model_43,SUV,Diesel,Automatic,1993,7,3789339
M3544,Honda_Model_44,Sedan,Diesel,Automatic,1498,5,912875
M3545,Honda_Model_45,Hatchback,Petrol,Automatic,1498,7,3625098
M3546,Honda_Model_46,SUV,Petrol,Manual,1199,7,3942716
M3547,Honda_Model_47,Sedan,Hybrid,Manual,1199,5,2015856
M3548,Honda_Model_48,SUV,Diesel,Manual,1498,7,1846691
M3549,Honda_Model_49,SUV,Hybrid,Automatic,1498,7,731516
M3550,Honda_Model_0,SUV,Hybrid,Manual,1199,7,1039126
M3551,Honda_Model_1,Sedan,Petrol,Manual,1993,5,2205670
M3552,Honda_Model_2,Hatchback,Hybrid,Automatic,1799,7,2842251
M3553,Honda_Model_3,Hatchback,Diesel,Manual,1799,7,3673644
M3554,Honda_Model_4,Sedan,Petrol,Manual,1799,5,4383204
M3555,Honda_Model_5,SUV,Diesel,Manual,1498,5,2770203
M3556,Honda_Model_6,Sedan,Diesel,Automatic,1993,7,3558885
M3557,Honda_Model_7,Sedan,Petrol,Manual,1199,7,3432513
M3558,Honda_Model_8,Sedan,Diesel,Automatic,1993,5,1537620
M3559,Honda_Model_9,SUV,Petrol,Automatic,1993,5,4231949
M3560,Honda_Model_10,Sedan,Diesel,Automatic,1799,7,1229848
M3561,Honda_Model_11,SUV,Petrol,Manual,1199,7,3301525
M3562,Honda_Model_12,Sedan,Hybrid,Manual,1993,5,2905915
M3563,Honda_Model_13,Hatchback,Diesel,Manual,1199,5,4275341
M3564,Honda_Model_14,Sedan,Petrol,Automatic,1498,7,1170409
M3565,Honda_Model_15,Sedan,Diesel,Automatic,1799,7,2134371
M3566,Honda_Model_16,Hatchback,Diesel,Manual,1199,5,2573090
M3567,Honda_Model_17,SUV,Diesel,Automatic,1498,7,3012600
M3568,Honda_Model_18,SUV,Petrol,Manual,1498,7,1790006
M3569,Honda_Model_19,Sedan,Hybrid,Manual,1498,7,4289466
M3570,Honda_Model_20,Hatchback,Hybrid,Manual,1993,7,4410413
M3571,Honda_Model_21,SUV,Hybrid,Manual,1993,5,907932
M3572,Honda_Model_22,Sedan,Petrol,Manual,1799,5,829189
M3573,Honda_Model_23,Hatchback,Hybrid,Manual,1799,7,4395263
M3574,Honda_Model_24,SUV,Petrol,Manual,1498,7,1700598
M3575,Honda_Model_25,SUV,Diesel,Automatic,1799,7,1732302
M3576,Honda_Model_26,Hatchback,Diesel,Manual,1993,7,3996743
M3577,Honda_Model_27,Hatchback,Hybrid,Automatic,1799,5,2443396
M3578,Honda_Model_28,Hatchback,Petrol,Automatic,1199,7,2314850
M3579,Honda_Model_29,Hatchback,Diesel,Manual,1993,7,3103810
M3580,Honda_Model_30,Sedan,Petrol,Automatic,1498,5,3009132
M3581,Honda_Model_31,Hatchback,Petrol,Automatic,1498,5,3727287
M3582,Honda_Model_32,SUV,Diesel,Automatic,1799,7,2339872
M3583,Honda_Model_33,SUV,Petrol,Manual,1993,5,2430891
M3584,Honda_Model_34,Sedan,Diesel,Manual,1498,5,2582375
M3585,Honda_Model_35,SUV,Diesel,Manual,1498,7,4269746
M3586,Honda_Model_36,SUV,Diesel,Manual,1993,7,770408
M3587,Honda_Model_37,Hatchback,Petrol,Manual,1993,5,4069883
M3588,Honda_Model_38,SUV,Diesel,Automatic,1498,7,3626925
M3589,Honda_Model_39,Sedan,Petrol,Automatic,1799,5,2941915
M3590,Honda_Model_40,Hatchback,Diesel,Manual,1799,5,2120506
M3591,Honda_Model_41,Hatchback,Diesel,Automatic,1799,5,2015473
M3592,Honda_Model_42,Sedan,Hybrid,Automatic,1199,7,4371849
M3593,Honda_Model_43,Hatchback,Hybrid,Automatic,1993,7,4116517
M3594,Honda_Model_44,Hatchback,Hybrid,Automatic,1498,5,936192
M3595,Honda_Model_45,Sedan,Petrol,Manual,1199,5,2126148
M3596,Honda_Model_46,Hatchback,Petrol,Manual,1799,7,1058121
M3597,Honda_Model_47,Sedan,Diesel,Manual,1199,5,1264312
M3598,Honda_Model_48,Sedan,Diesel,Automatic,1498,5,2381717
M3599,Honda_Model_49,SUV,Diesel,Automatic,1498,7,1960246
M3600,Honda_Model_0,SUV,Diesel,Manual,1993,7,3986435
M3601,Honda_Model_1,Hatchback,Petrol,Manual,1799,7,4379956
M3602,Honda_Model_2,Hatchback,Diesel,Automatic,1799,7,3618753
M3603,Honda_Model_3,Sedan,Diesel,Manual,1199,5,1040791
M3604,Honda_Model_4,Hatchback,Hybrid,Manual,1799,7,3037891
M3605,Honda_Model_5,Sedan,Diesel,Automatic,1199,7,4415216
M3606,Honda_Model_6,Sedan,Diesel,Automatic,1498,5,887401
M3607,Honda_Model_7,Hatchback,Diesel,Manual,1498,5,3241526
M3608,Honda_Model_8,Sedan,Petrol,Automatic,1498,5,2433675
M3609,Honda_Model_9,SUV,Hybrid,Manual,1498,7,3036506
M3610,Honda_Model_10,Hatchback,Diesel,Automatic,1498,5,848865
M3611,Honda_Model_11,SUV,Diesel,Automatic,1199,7,4453698
M3612,Honda_Model_12,Hatchback,Hybrid,Manual,1498,5,2830829
M3613,Honda_Model_13,Sedan,Diesel,Automatic,1199,7,2208088
M3614,Honda_Model_14,Hatchback,Petrol,Manual,1498,5,3606606
M3615,Honda_Model_15,SUV,Diesel,Automatic,1199,7,1688652
M3616,Honda_Model_16,Sedan,Petrol,Manual,1199,7,858337
M3617,Honda_Model_17,Hatchback,Petrol,Automatic,1199,5,3321970
M3618,Honda_Model_18,Hatchback,Diesel,Automatic,1799,5,971695
M3619,Honda_Model_19,Hatchback,Hybrid,Manual,1199,7,990538
